N,P,K,temperature,humidity,ph,rainfall,label
151,67,195,26.47,66.19,6.4,67.73,spinach
140,71,228,27.04,60.78,6.03,55.69,chilli
135,96,195,30.69,57.06,6.48,86.69,tomato
192,76,266,29.99,76.43,7.19,94.85,ladyfinger
210,81,235,34.6,56.91,7.41,97.02,ladyfinger
165,90,251,23.37,61.31,7.0,132.32,tomato
131,56,213,19.24,66.35,6.08,77.78,spinach
133,52,215,20.37,63.7,6.51,59.96,spinach
121,44,182,18.15,72.82,5.87,103.07,spinach
167,64,232,34.43,83.37,6.5,124.41,ladyfinger
138,55,236,32.23,82.35,6.55,60.0,ladyfinger
188,76,236,32.39,57.97,6.18,121.38,ladyfinger
143,79,242,33.84,62.81,5.5,98.49,ladyfinger
202,59,261,22.07,60.38,6.96,96.3,tomato
147,59,255,34.88,69.22,6.37,120.21,ladyfinger
144,66,204,33.69,58.69,6.1,106.17,chilli
152,61,235,17.97,54.07,6.46,90.06,spinach
127,65,150,28.27,63.88,6.83,59.2,spinach
138,53,236,35.23,60.31,6.08,98.18,chilli
157,77,230,34.88,56.89,5.85,71.68,chilli
121,80,195,22.9,64.72,6.15,102.86,spinach
158,63,209,26.32,68.72,6.53,134.19,ladyfinger
137,43,225,27.67,48.6,5.8,124.9,chilli
176,83,175,32.33,56.11,7.38,99.7,ladyfinger
179,83,230,31.52,50.59,6.4,149.55,tomato
190,89,241,27.28,67.54,6.56,111.65,ladyfinger
171,87,271,25.48,60.54,5.5,156.05,tomato
123,65,262,33.75,70.45,6.59,109.4,ladyfinger
152,65,233,28.04,50.11,5.79,117.06,chilli
181,67,234,31.24,68.32,6.64,118.08,ladyfinger
185,65,278,30.42,66.52,6.73,74.29,ladyfinger
187,51,264,31.15,59.35,6.9,141.5,tomato
122,58,300,29.1,79.18,6.17,121.2,ladyfinger
92,49,222,24.86,69.1,6.72,90.32,spinach
180,109,281,32.93,63.13,6.67,101.9,tomato
129,48,229,31.52,76.81,6.7,123.31,ladyfinger
119,39,229,19.8,58.52,6.56,102.97,spinach
99,60,194,24.14,68.79,6.48,63.06,spinach
187,91,272,29.67,64.43,6.34,149.26,ladyfinger
112,58,192,21.72,60.77,6.05,86.43,spinach
148,47,282,32.32,67.65,6.24,76.71,ladyfinger
155,57,235,28.16,52.4,6.1,92.06,chilli
104,50,176,22.37,78.0,6.6,74.95,spinach
135,46,199,15.0,56.8,6.42,55.04,spinach
196,95,250,26.2,47.53,6.53,130.6,tomato
181,59,251,31.07,40.53,6.25,87.65,chilli
154,90,181,28.2,61.58,6.13,93.61,chilli
138,39,238,21.01,63.31,6.31,74.24,spinach
162,64,264,28.07,55.0,6.31,120.31,ladyfinger
162,69,180,31.59,74.51,6.33,96.06,ladyfinger
170,91,193,29.98,53.57,6.32,113.81,tomato
158,83,249,27.12,55.84,6.37,83.32,ladyfinger
194,93,265,26.62,66.05,5.64,146.35,tomato
174,74,237,34.67,85.0,7.08,98.5,ladyfinger
144,73,245,28.66,47.94,5.42,99.6,chilli
149,80,248,31.24,47.29,5.23,54.86,chilli
125,78,278,33.19,66.31,6.09,109.36,chilli
149,59,259,35.21,69.29,6.67,86.31,ladyfinger
184,58,209,31.08,62.26,6.63,84.44,ladyfinger
143,82,238,34.13,47.08,5.86,105.18,chilli
122,60,247,29.53,74.69,6.29,135.52,ladyfinger
175,78,244,30.91,63.35,6.29,88.23,tomato
154,64,188,34.58,55.0,7.49,143.04,ladyfinger
142,67,216,18.57,78.07,6.16,86.05,spinach
174,87,266,24.76,67.98,6.65,91.75,tomato
136,72,241,32.39,43.61,6.76,77.18,chilli
185,80,221,27.86,50.14,6.76,86.1,tomato
137,65,205,26.22,75.82,6.63,120.28,ladyfinger
204,73,249,27.95,65.47,6.44,114.5,tomato
180,56,230,25.29,66.47,6.25,87.86,tomato
113,44,168,25.48,61.26,6.6,79.06,spinach
150,67,248,28.59,79.88,6.65,144.28,ladyfinger
125,69,213,31.26,72.47,6.31,115.07,ladyfinger
210,94,252,28.69,68.59,6.29,142.6,tomato
131,83,240,32.93,55.07,5.43,109.56,chilli
168,76,235,28.87,49.75,6.51,80.05,chilli
147,43,223,28.59,71.85,6.14,134.46,ladyfinger
86,42,219,22.51,63.53,6.51,86.95,spinach
152,75,231,27.74,46.02,7.0,80.32,chilli
154,45,203,27.43,50.63,6.23,87.85,chilli
214,93,248,28.73,57.65,6.74,114.99,tomato
164,43,248,34.32,69.38,7.35,94.98,ladyfinger
140,68,238,33.83,59.56,6.04,119.96,chilli
130,70,224,28.46,58.86,6.76,83.67,spinach
143,60,191,24.32,50.0,6.84,45.21,spinach
137,55,165,21.84,78.63,6.87,78.76,spinach
161,59,240,34.2,80.93,6.53,90.4,ladyfinger
120,58,243,22.72,80.0,6.67,44.78,spinach
171,71,252,31.75,67.43,6.47,135.45,ladyfinger
130,60,190,27.34,40.0,6.22,131.08,chilli
125,67,246,36.61,80.48,6.75,62.42,ladyfinger
103,52,208,24.93,61.17,6.44,57.87,spinach
132,53,214,29.62,55.82,5.88,102.66,chilli
148,63,239,33.09,69.88,6.17,66.81,ladyfinger
141,70,192,33.09,40.65,6.22,83.47,chilli
97,37,190,22.47,64.23,6.38,61.09,spinach
154,49,205,19.77,54.44,6.32,79.26,spinach
168,62,228,25.3,58.26,6.78,70.1,chilli
178,64,238,28.25,67.28,6.13,89.77,tomato
167,52,245,30.85,73.47,6.38,111.63,ladyfinger
184,93,212,23.4,72.64,5.96,148.4,tomato
164,50,262,31.68,69.1,6.76,117.36,ladyfinger
170,80,232,27.84,78.45,6.97,129.76,ladyfinger
159,84,286,26.21,75.0,5.99,120.81,tomato
125,61,209,23.17,54.39,6.81,103.39,spinach
136,68,257,34.52,74.6,6.2,125.72,ladyfinger
108,59,171,22.33,64.73,6.44,77.43,spinach
168,65,234,29.86,65.65,6.57,79.52,ladyfinger
130,86,178,27.58,68.42,5.83,63.7,chilli
144,75,225,28.94,51.47,5.55,109.76,chilli
107,59,212,22.78,60.6,6.3,79.49,spinach
142,66,213,23.08,79.09,6.5,56.36,spinach
150,84,225,29.66,59.73,5.56,130.52,tomato
163,62,175,32.06,72.41,6.2,84.6,ladyfinger
174,79,229,37.97,65.29,6.49,115.4,ladyfinger
167,87,289,24.68,57.08,6.14,85.11,tomato
148,60,221,34.62,67.53,5.68,108.94,ladyfinger
205,98,248,26.93,69.82,5.72,130.96,tomato
137,57,168,20.4,60.14,6.48,88.52,spinach
171,77,241,33.44,71.25,6.68,75.3,ladyfinger
192,96,222,22.0,64.89,5.78,73.97,chilli
120,76,243,23.31,65.3,6.54,92.27,spinach
147,55,221,38.53,66.81,6.76,101.73,ladyfinger
129,80,238,31.39,73.45,6.49,126.88,ladyfinger
157,63,212,23.11,68.15,5.92,74.42,spinach
164,72,241,28.8,65.72,6.18,120.4,tomato
157,65,266,31.66,70.12,6.16,119.48,ladyfinger
167,81,241,31.44,45.0,6.19,117.35,tomato
167,88,170,31.3,43.59,6.2,92.56,chilli
160,38,226,21.48,71.18,6.63,65.34,spinach
152,87,177,27.6,50.58,5.85,104.8,chilli
117,47,213,19.3,65.23,6.5,101.72,spinach
152,65,258,34.23,61.28,5.87,129.71,chilli
159,49,202,31.23,58.28,6.49,87.1,chilli
159,101,247,25.34,67.98,6.09,138.99,tomato
138,56,184,24.09,68.15,6.77,92.7,spinach
162,56,311,31.76,53.77,6.31,130.44,tomato
151,48,262,32.43,63.39,6.24,146.92,ladyfinger
160,72,210,29.23,65.33,5.66,108.62,tomato
157,62,188,28.47,60.15,6.72,85.99,spinach
168,39,233,26.96,60.33,6.33,138.08,ladyfinger
172,54,309,27.82,54.01,6.37,149.18,tomato
107,49,234,15.59,80.0,6.82,84.46,spinach
103,48,192,17.96,58.45,6.36,97.49,spinach
190,58,237,32.55,74.95,6.41,114.18,ladyfinger
124,80,209,18.99,64.24,5.97,78.39,spinach
148,49,179,23.41,60.58,6.69,84.06,spinach
157,49,231,27.34,50.0,5.56,104.64,chilli
107,64,201,22.81,77.23,6.65,90.77,spinach
120,72,249,29.45,42.95,6.34,123.71,chilli
166,120,220,25.24,55.48,6.3,108.24,tomato
135,61,177,25.26,60.71,6.74,87.35,spinach
159,81,212,28.03,46.37,6.14,69.2,chilli
164,63,202,32.58,78.22,6.31,115.9,ladyfinger
124,83,197,30.23,77.26,6.66,85.62,ladyfinger
134,80,175,30.79,55.0,6.07,99.2,ladyfinger
158,61,240,33.9,62.76,6.07,124.29,ladyfinger
163,63,200,23.78,56.23,5.97,112.72,chilli
146,95,286,36.48,67.35,7.37,118.1,ladyfinger
161,73,190,28.82,52.03,5.29,70.38,chilli
135,61,175,21.27,64.69,6.46,86.68,spinach
175,78,250,37.69,83.08,6.58,91.55,ladyfinger
186,87,220,32.87,75.0,6.36,159.76,tomato
167,78,260,28.95,61.31,6.12,131.48,ladyfinger
117,50,160,23.54,60.74,6.15,40.0,spinach
166,93,250,29.19,52.34,5.96,108.53,tomato
135,50,214,20.61,61.27,6.57,41.73,spinach
131,66,221,23.38,64.44,6.0,88.59,spinach
161,104,257,29.91,53.42,5.71,105.76,tomato
162,47,207,38.16,73.68,6.1,119.2,ladyfinger
218,78,259,30.5,54.96,6.55,60.0,tomato
194,67,253,36.11,64.87,6.84,116.06,ladyfinger
120,53,300,33.83,85.0,6.73,93.68,ladyfinger
127,81,252,34.36,74.71,6.47,142.13,ladyfinger
151,55,212,34.17,57.55,5.99,127.92,chilli
129,71,219,30.96,55.93,6.15,83.77,chilli
167,59,220,29.05,55.0,7.0,87.99,ladyfinger
177,79,220,30.65,57.37,6.16,53.49,chilli
190,73,248,33.85,66.8,6.38,90.15,ladyfinger
144,35,204,16.55,71.08,6.47,88.39,spinach
166,58,265,31.38,63.7,6.49,153.2,ladyfinger
145,53,254,36.3,54.67,6.86,91.83,chilli
164,72,234,30.9,66.74,6.16,127.33,ladyfinger
151,67,191,24.55,50.89,6.36,115.12,chilli
149,86,208,27.98,82.22,6.88,119.51,ladyfinger
149,61,259,32.55,74.88,6.31,102.48,ladyfinger
135,64,175,33.01,73.62,7.07,105.73,ladyfinger
157,65,247,26.67,57.59,5.38,94.08,chilli
183,77,292,29.91,72.93,5.64,119.14,tomato
161,87,202,27.28,61.04,6.88,148.63,ladyfinger
174,60,191,31.49,60.08,6.16,50.0,chilli
144,68,252,36.54,68.77,6.18,113.81,ladyfinger
174,50,175,29.07,68.06,7.43,121.95,ladyfinger
115,51,184,24.23,63.55,6.31,106.43,spinach
185,75,243,30.3,51.68,6.98,74.47,tomato
162,94,223,29.35,52.93,6.05,73.43,chilli
133,78,280,31.5,40.0,5.86,92.45,chilli
188,70,243,25.18,68.95,6.08,156.32,tomato
163,88,194,34.77,57.27,6.0,82.05,chilli
166,59,228,29.85,60.0,5.91,83.86,chilli
158,78,223,30.09,56.99,5.68,131.04,tomato
195,88,275,28.97,55.74,6.54,86.06,tomato
157,63,261,25.47,60.82,6.01,75.47,tomato
155,65,209,24.89,53.02,5.81,79.68,chilli
169,76,278,26.95,61.58,5.48,93.15,chilli
133,65,234,36.16,59.84,6.19,100.62,chilli
154,67,257,25.55,48.99,6.61,92.62,chilli
170,59,284,36.64,70.26,7.01,149.23,ladyfinger
173,68,202,32.87,64.47,5.53,65.92,chilli
140,59,229,26.48,47.05,6.46,128.01,chilli
149,77,212,23.41,65.15,6.08,82.41,chilli
188,72,215,32.1,62.85,6.33,97.8,ladyfinger
159,83,175,33.53,75.74,6.86,108.57,ladyfinger
152,83,235,28.69,43.73,6.11,60.16,chilli
169,61,207,33.05,71.61,7.24,96.25,ladyfinger
163,66,220,34.48,55.1,6.19,99.33,ladyfinger
169,72,270,37.59,71.0,6.84,102.26,ladyfinger
181,74,178,35.97,70.75,6.56,90.97,ladyfinger
197,96,271,28.82,52.01,6.2,106.67,tomato
157,74,260,29.05,52.82,6.0,146.86,tomato
144,45,223,24.34,55.42,6.35,80.46,chilli
162,50,198,25.36,76.54,6.73,128.56,ladyfinger
160,51,238,31.0,71.15,6.48,130.73,tomato
174,95,274,28.05,52.2,6.46,120.48,tomato
163,83,273,23.15,62.4,6.57,109.62,tomato
162,88,219,37.8,41.21,6.28,113.33,chilli
141,50,232,33.82,57.22,5.66,90.89,chilli
156,68,197,36.78,69.9,6.51,97.31,ladyfinger
177,80,170,26.99,62.56,6.06,69.52,chilli
176,85,281,30.62,50.86,6.53,118.38,tomato
158,97,176,32.35,47.71,5.99,85.04,chilli
176,75,219,24.48,63.71,5.98,127.91,tomato
139,63,236,30.77,44.41,5.83,107.55,chilli
169,35,243,27.03,75.17,6.99,89.62,ladyfinger
145,98,255,30.51,59.18,5.86,138.77,tomato
177,77,199,35.27,78.36,6.02,145.17,ladyfinger
168,80,187,28.6,61.58,6.02,68.53,chilli
137,56,161,19.59,64.41,6.48,119.45,spinach
174,68,233,35.89,73.24,6.06,95.02,ladyfinger
122,52,238,15.0,73.73,6.87,40.0,spinach
100,75,221,24.96,57.48,6.19,101.79,chilli
211,71,190,26.76,67.31,6.42,130.7,tomato
140,78,267,27.74,41.68,5.2,86.99,chilli
134,74,281,26.99,53.23,6.57,111.73,tomato
210,113,239,28.33,56.67,6.2,158.32,tomato
182,72,258,26.82,68.72,6.29,103.83,ladyfinger
158,54,268,26.36,67.38,6.38,110.35,ladyfinger
186,77,170,33.65,63.72,5.86,104.35,chilli
181,69,261,27.35,52.49,6.73,143.22,tomato
144,59,203,31.33,78.6,6.4,128.91,ladyfinger
167,71,225,27.5,41.26,6.09,108.1,chilli
124,42,210,20.05,60.77,6.68,104.77,spinach
80,52,206,18.55,68.09,6.44,115.11,spinach
179,92,219,27.92,55.0,6.5,120.79,tomato
199,81,245,25.39,60.58,6.5,91.42,tomato
130,64,184,18.39,56.66,6.35,72.96,spinach
182,66,244,23.51,70.91,6.08,107.78,tomato
160,66,217,34.95,66.55,5.87,93.04,ladyfinger
178,94,224,31.53,56.61,6.21,87.61,chilli
159,69,264,25.56,56.12,6.03,106.27,chilli
146,56,229,32.5,67.47,6.86,121.18,ladyfinger
201,105,226,31.23,45.0,5.72,96.03,tomato
180,73,242,26.81,63.79,5.93,65.67,ladyfinger
161,83,236,28.56,72.07,6.44,132.72,tomato
110,49,226,33.72,73.91,6.59,101.56,ladyfinger
194,96,260,20.52,56.01,6.68,99.81,tomato
158,74,218,30.73,59.5,6.5,117.16,ladyfinger
183,81,281,29.0,71.82,5.8,123.4,tomato
187,55,221,35.0,57.56,6.49,103.73,tomato
115,51,218,23.33,62.11,6.85,58.38,spinach
160,86,228,30.59,61.21,6.32,100.44,tomato
186,50,255,26.16,69.29,6.84,97.87,ladyfinger
164,35,222,34.29,66.88,6.21,87.09,ladyfinger
150,43,205,18.71,60.29,6.25,67.84,spinach
191,87,226,29.27,70.24,5.5,132.57,tomato
192,40,216,35.18,55.97,6.3,92.0,chilli
124,66,221,24.49,66.11,6.06,97.63,chilli
146,96,242,31.81,63.93,5.71,155.62,tomato
152,95,292,26.11,57.78,5.79,114.91,tomato
99,60,230,24.16,72.97,6.27,51.56,spinach
125,49,168,24.62,70.2,6.47,116.93,spinach
145,56,269,27.72,60.31,6.42,78.89,chilli
122,62,240,18.29,80.0,5.91,76.96,spinach
164,65,199,28.57,54.64,6.54,51.32,chilli
114,39,222,21.77,63.56,7.46,85.98,spinach
152,64,258,33.01,74.0,6.6,129.46,ladyfinger
167,45,256,28.66,82.47,6.38,82.58,ladyfinger
113,41,200,24.71,57.74,6.96,90.22,spinach
115,35,216,18.28,65.48,6.58,107.21,spinach
118,57,239,24.96,71.95,6.36,62.22,spinach
157,61,230,29.86,67.12,7.21,89.92,ladyfinger
127,71,221,23.24,68.71,6.51,91.16,spinach
142,50,262,27.72,55.88,6.3,118.49,tomato
141,82,275,29.34,75.38,5.93,140.89,ladyfinger
119,69,197,31.81,42.06,6.14,77.4,chilli
160,60,228,27.81,47.82,5.75,82.49,chilli
136,60,249,33.67,62.59,6.21,91.85,chilli
166,83,278,29.5,52.97,6.5,104.06,tomato
132,71,249,32.78,55.27,5.86,108.95,chilli
142,65,206,28.53,40.0,6.16,73.09,chilli
168,77,220,27.89,53.51,5.75,126.47,tomato
206,75,287,30.11,75.62,6.94,90.28,ladyfinger
110,44,198,24.87,57.11,6.65,69.39,spinach
143,59,202,26.57,75.75,6.49,110.23,ladyfinger
120,53,165,20.74,62.26,6.26,76.77,spinach
140,91,215,29.74,40.0,5.92,106.73,chilli
175,67,209,31.43,46.49,6.41,68.88,chilli
134,44,197,19.59,61.9,6.38,70.45,spinach
141,48,221,18.72,72.12,6.55,91.07,spinach
129,55,220,26.17,69.46,6.5,53.76,spinach
191,54,233,27.01,73.4,6.09,64.97,tomato
106,36,198,21.63,77.11,6.69,59.52,spinach
171,62,279,33.07,73.36,6.69,115.06,tomato
152,65,207,26.77,51.55,5.15,75.28,chilli
182,74,206,28.77,75.0,5.85,100.67,tomato
128,45,166,17.43,73.9,6.31,110.67,spinach
110,66,259,29.5,63.31,5.65,144.98,ladyfinger
193,91,320,34.56,54.51,6.85,129.58,tomato
210,56,263,30.82,61.31,6.44,124.28,ladyfinger
108,31,197,26.27,72.41,6.79,104.72,spinach
170,65,247,37.03,75.81,6.9,112.08,ladyfinger
176,59,247,28.7,69.03,5.85,73.19,chilli
163,54,212,26.99,56.01,5.85,93.54,chilli
180,49,300,34.57,56.53,6.12,127.95,ladyfinger
133,64,257,29.18,40.04,5.97,88.43,chilli
147,43,222,24.68,79.64,6.38,94.25,spinach
163,57,242,31.01,77.04,6.53,103.06,ladyfinger
130,95,259,25.68,75.0,6.23,94.1,tomato
147,66,256,28.04,85.0,6.41,113.12,ladyfinger
108,55,207,19.57,68.39,6.36,79.71,spinach
193,71,248,27.82,66.61,5.77,118.71,tomato
150,52,194,25.98,69.45,6.64,123.3,spinach
105,54,208,22.96,68.38,6.98,89.07,spinach
160,75,214,29.48,64.59,6.17,127.94,ladyfinger
182,86,256,24.91,60.37,5.77,122.03,tomato
103,64,186,21.65,59.92,7.02,73.58,spinach
148,83,282,26.87,70.81,6.72,161.59,tomato
194,81,257,32.22,70.18,6.71,101.38,ladyfinger
168,66,228,29.5,61.32,5.95,118.92,ladyfinger
150,71,225,26.98,66.22,5.97,115.88,ladyfinger
127,83,218,30.26,52.77,6.31,105.66,chilli
165,79,243,31.35,61.49,5.91,167.26,tomato
168,66,215,29.59,48.77,5.82,84.59,chilli
100,86,202,32.06,60.93,5.65,103.21,chilli
157,84,196,28.76,49.21,6.13,82.82,chilli
123,57,263,30.14,53.06,5.52,98.95,chilli
185,62,256,31.42,70.27,6.21,106.0,ladyfinger
174,49,240,33.68,68.41,6.55,88.19,ladyfinger
157,72,259,30.73,51.77,6.0,92.35,chilli
126,53,240,23.47,70.88,6.7,103.47,spinach
107,64,180,21.66,69.04,6.76,55.99,spinach
196,94,249,25.69,45.81,5.93,104.57,tomato
196,82,247,24.1,61.86,5.9,65.25,tomato
138,76,250,25.52,53.65,6.11,87.96,chilli
168,87,240,29.35,56.13,5.39,87.32,chilli
142,70,260,32.63,63.59,6.58,101.15,ladyfinger
124,84,252,26.26,65.86,5.94,98.37,chilli
121,42,168,20.99,78.35,6.42,49.94,spinach
139,79,206,34.23,53.99,6.27,104.92,chilli
181,82,256,30.76,68.15,5.96,104.6,tomato
173,61,265,25.5,75.0,6.43,105.48,tomato
155,84,181,31.22,59.65,5.18,105.97,chilli
183,75,271,26.16,59.54,6.67,128.55,tomato
124,58,194,23.76,61.2,6.76,53.08,spinach
139,48,192,20.82,53.29,6.59,85.22,spinach
129,70,209,21.06,64.99,6.12,92.09,spinach
186,64,220,25.09,60.88,5.95,132.35,tomato
151,47,238,23.5,53.81,6.61,40.0,spinach
116,69,260,29.58,57.42,6.55,81.92,chilli
92,39,226,29.32,76.07,6.67,91.9,spinach
130,101,270,23.5,48.17,6.87,101.57,tomato
125,68,160,22.55,67.08,6.73,55.26,spinach
192,111,285,31.43,48.9,6.51,118.67,tomato
152,77,234,31.44,60.01,6.71,95.66,ladyfinger
166,62,232,36.09,66.49,6.64,110.83,ladyfinger
157,86,203,33.41,50.77,6.31,60.82,chilli
190,91,250,25.75,65.53,6.65,100.73,ladyfinger
184,61,242,28.1,62.15,5.75,149.92,tomato
123,83,222,24.7,52.59,6.19,83.34,chilli
125,70,245,35.49,71.44,5.86,88.89,ladyfinger
176,82,265,33.7,78.55,5.97,76.95,ladyfinger
182,86,287,24.0,57.2,5.89,129.48,tomato
185,67,241,36.33,74.64,7.02,61.74,ladyfinger
145,69,242,23.21,54.09,6.46,155.68,tomato
159,98,246,21.34,48.8,6.1,90.92,tomato
130,56,151,19.18,63.85,6.14,92.0,spinach
155,78,244,36.84,79.58,6.22,70.51,ladyfinger
165,58,250,27.48,56.51,6.38,101.23,tomato
177,64,250,22.93,51.04,6.47,135.09,tomato
136,62,213,25.54,55.7,6.5,92.71,chilli
166,75,219,30.08,83.27,6.79,127.39,ladyfinger
173,100,260,28.58,49.84,6.31,99.2,tomato
135,53,170,29.91,50.5,5.43,113.78,chilli
142,78,205,19.29,52.61,6.58,102.08,spinach
110,84,249,32.99,69.51,6.47,96.86,ladyfinger
155,88,276,28.51,69.22,5.71,131.7,tomato
204,107,265,24.83,57.94,6.32,171.71,tomato
115,47,254,21.47,65.99,6.67,80.87,spinach
94,60,207,22.75,67.77,6.3,84.65,spinach
156,87,255,29.91,56.11,6.44,59.98,chilli
150,62,245,17.03,60.8,6.28,94.43,spinach
137,47,218,36.63,61.44,6.88,107.65,chilli
111,54,260,17.49,67.03,6.64,101.72,spinach
184,72,222,22.73,54.44,6.39,102.43,tomato
144,83,199,28.2,59.75,6.0,101.69,chilli
149,66,167,23.87,75.63,6.62,101.82,spinach
198,111,220,26.98,61.85,6.51,106.01,tomato
121,72,226,32.66,69.25,5.45,88.95,chilli
119,71,232,35.4,64.62,6.32,134.69,ladyfinger
124,50,193,27.02,75.72,6.11,96.59,spinach
222,93,251,32.05,47.9,5.67,65.55,tomato
121,74,200,33.22,56.8,6.24,118.21,chilli
148,43,214,37.19,58.07,6.4,110.75,ladyfinger
114,57,206,26.73,64.24,6.58,92.16,spinach
179,55,200,31.15,82.54,6.66,125.49,ladyfinger
182,83,228,26.24,61.84,5.75,128.75,tomato
153,53,204,28.62,46.86,6.34,106.21,chilli
122,67,212,34.76,58.2,6.07,106.74,chilli
150,62,199,22.84,56.0,7.23,82.58,spinach
153,77,244,32.37,53.63,5.94,136.98,chilli
114,73,206,23.49,70.33,6.63,96.78,spinach
130,62,230,32.4,63.97,6.63,88.65,chilli
102,67,217,27.82,57.97,6.39,84.63,spinach
160,49,187,20.13,60.56,6.31,103.78,spinach
153,66,228,32.37,80.3,6.35,84.42,ladyfinger
129,58,209,27.73,56.79,5.22,67.64,chilli
171,83,255,34.43,72.35,5.8,87.02,ladyfinger
163,58,208,29.99,54.67,6.3,50.0,chilli
157,77,215,31.63,52.3,6.0,84.51,chilli
120,84,217,30.11,58.21,5.68,99.13,chilli
186,86,320,27.17,57.46,6.25,146.79,tomato
148,47,196,32.69,40.0,6.47,100.42,chilli
176,69,224,31.43,64.37,5.34,101.69,chilli
